old file name,new file name,organism,phenotype,SCS,LH or M,plant or animal,within or between species,SE provided?,notes,"data type: standard, PSU, cmat",cmat (if assigned),reference,,,,,,,,,,,,
,yield6.csv,eggplant (Solanum melongena),yield per plant (kg),NSC,LH,plant,within,N,,PSU,,"Gill, H.S., Arora, R.S., Pachauri, D.C. (1976) Inheritance of quantitative characters in eggplant. Indian J. agric. Sci.  46(10), 484-490.",,,,,,,,,,,,
,yieldspike1.csv,rye (Secale cereale L..),yield per spike (g),NSC,LH,plant,within,N,,PSU,,"Lapinski, M., Parzyszek, B. (1982) Nonallelic interaction in inheritance of some quantitative traits in interlinear hybrids of rye (Secale cereale L..) Genetica polonica. 23(1-2), 31-40. ",,,,,,,,,,,,
,yieldspike2.csv,rye (Secale cereale L..),yield per spike (g),NSC,LH,plant,within,N,,PSU,,"Lapinski, M., Parzyszek, B. (1982) Nonallelic interaction in inheritance of some quantitative traits in interlinear hybrids of rye (Secale cereale L..) Genetica polonica. 23(1-2), 31-40. ",,,,,,,,,,,,
,yieldspike3.csv,rye (Secale cereale L..),yield per spike (g),NSC,LH,plant,within,N,,PSU,,"Lapinski, M., Parzyszek, B. (1982) Nonallelic interaction in inheritance of some quantitative traits in interlinear hybrids of rye (Secale cereale L..) Genetica polonica. 23(1-2), 31-40. ",,,,,,,,,,,,
,yieldspike4.csv,rye (Secale cereale L..),yield per spike (g),NSC,LH,plant,within,N,,PSU,,"Lapinski, M., Parzyszek, B. (1982) Nonallelic interaction in inheritance of some quantitative traits in interlinear hybrids of rye (Secale cereale L..) Genetica polonica. 23(1-2), 31-40. ",,,,,,,,,,,,
,yieldspike5.csv,rye (Secale cereale L..),yield per spike (g),NSC,LH,plant,within,N,,PSU,,"Lapinski, M., Parzyszek, B. (1982) Nonallelic interaction in inheritance of some quantitative traits in interlinear hybrids of rye (Secale cereale L..) Genetica polonica. 23(1-2), 31-40. ",,,,,,,,,,,,
,canola-ff-1.csv,Brassica napus,first flowering,NSC,LH,plant,within,Y,,PSU,,"Abdelsatar, M.A., Hassan, T.H., Ahmed, A.A. and Aboelkassem, K.M., 2021. Generation means analysis of seed yield and its components in canola. Egyptian Journal of Agricultural Research, 99(1), pp.37-48.",,,,,,,,,,,,
,canola-ff-2.csv,Brassica napus,first flowering,NSC,LH,plant,within,Y,,PSU,,"Abdelsatar, M.A., Hassan, T.H., Ahmed, A.A. and Aboelkassem, K.M., 2021. Generation means analysis of seed yield and its components in canola. Egyptian Journal of Agricultural Research, 99(1), pp.37-48.",,,,,,,,,,,,
,canola-ff-3.csv,Brassica napus,first flowering,NSC,LH,plant,within,Y,,PSU,,"Abdelsatar, M.A., Hassan, T.H., Ahmed, A.A. and Aboelkassem, K.M., 2021. Generation means analysis of seed yield and its components in canola. Egyptian Journal of Agricultural Research, 99(1), pp.37-48.",,,,,,,,,,,,
,canola-ff-4.csv,Brassica napus,first flowering,NSC,LH,plant,within,Y,,PSU,,"Abdelsatar, M.A., Hassan, T.H., Ahmed, A.A. and Aboelkassem, K.M., 2021. Generation means analysis of seed yield and its components in canola. Egyptian Journal of Agricultural Research, 99(1), pp.37-48.",,,,,,,,,,,,
,canola-fsh-1.csv,Brassica napus,first siliqua height,NSC,M,plant,within,Y,,PSU,,"Abdelsatar, M.A., Hassan, T.H., Ahmed, A.A. and Aboelkassem, K.M., 2021. Generation means analysis of seed yield and its components in canola. Egyptian Journal of Agricultural Research, 99(1), pp.37-48.",,,,,,,,,,,,
,canola-fsh-2.csv,Brassica napus,first siliqua height,NSC,M,plant,within,Y,,PSU,,"Abdelsatar, M.A., Hassan, T.H., Ahmed, A.A. and Aboelkassem, K.M., 2021. Generation means analysis of seed yield and its components in canola. Egyptian Journal of Agricultural Research, 99(1), pp.37-48.",,,,,,,,,,,,
,canola-fsh-3.csv,Brassica napus,first siliqua height,NSC,M,plant,within,Y,,PSU,,"Abdelsatar, M.A., Hassan, T.H., Ahmed, A.A. and Aboelkassem, K.M., 2021. Generation means analysis of seed yield and its components in canola. Egyptian Journal of Agricultural Research, 99(1), pp.37-48.",,,,,,,,,,,,
,canola-fsh-4.csv,Brassica napus,first siliqua height,NSC,M,plant,within,Y,,PSU,,"Abdelsatar, M.A., Hassan, T.H., Ahmed, A.A. and Aboelkassem, K.M., 2021. Generation means analysis of seed yield and its components in canola. Egyptian Journal of Agricultural Research, 99(1), pp.37-48.",,,,,,,,,,,,
,canola-nrpp-1.csv,Brassica napus,N racemes per plant,NSC,LH,plant,within,Y,,PSU,,"Abdelsatar, M.A., Hassan, T.H., Ahmed, A.A. and Aboelkassem, K.M., 2021. Generation means analysis of seed yield and its components in canola. Egyptian Journal of Agricultural Research, 99(1), pp.37-48.",,,,,,,,,,,,
,canola-nrpp-2.csv,Brassica napus,N racemes per plant,NSC,LH,plant,within,Y,,PSU,,"Abdelsatar, M.A., Hassan, T.H., Ahmed, A.A. and Aboelkassem, K.M., 2021. Generation means analysis of seed yield and its components in canola. Egyptian Journal of Agricultural Research, 99(1), pp.37-48.",,,,,,,,,,,,
,canola-nrpp-3.csv,Brassica napus,N racemes per plant,NSC,LH,plant,within,Y,,PSU,,"Abdelsatar, M.A., Hassan, T.H., Ahmed, A.A. and Aboelkassem, K.M., 2021. Generation means analysis of seed yield and its components in canola. Egyptian Journal of Agricultural Research, 99(1), pp.37-48.",,,,,,,,,,,,
,canola-nrpp-4.csv,Brassica napus,N racemes per plant,NSC,LH,plant,within,Y,,PSU,,"Abdelsatar, M.A., Hassan, T.H., Ahmed, A.A. and Aboelkassem, K.M., 2021. Generation means analysis of seed yield and its components in canola. Egyptian Journal of Agricultural Research, 99(1), pp.37-48.",,,,,,,,,,,,
,canola-ph-1.csv,Brassica napus,plant height,NSC,M,plant,within,Y,,PSU,,"Abdelsatar, M.A., Hassan, T.H., Ahmed, A.A. and Aboelkassem, K.M., 2021. Generation means analysis of seed yield and its components in canola. Egyptian Journal of Agricultural Research, 99(1), pp.37-48.",,,,,,,,,,,,
,canola-ph-2.csv,Brassica napus,plant height,NSC,M,plant,within,Y,,PSU,,"Abdelsatar, M.A., Hassan, T.H., Ahmed, A.A. and Aboelkassem, K.M., 2021. Generation means analysis of seed yield and its components in canola. Egyptian Journal of Agricultural Research, 99(1), pp.37-48.",,,,,,,,,,,,
,canola-ph-3.csv,Brassica napus,plant height,NSC,M,plant,within,Y,,PSU,,"Abdelsatar, M.A., Hassan, T.H., Ahmed, A.A. and Aboelkassem, K.M., 2021. Generation means analysis of seed yield and its components in canola. Egyptian Journal of Agricultural Research, 99(1), pp.37-48.",,,,,,,,,,,,
,canola-ph-4.csv,Brassica napus,plant height,NSC,M,plant,within,Y,,PSU,,"Abdelsatar, M.A., Hassan, T.H., Ahmed, A.A. and Aboelkassem, K.M., 2021. Generation means analysis of seed yield and its components in canola. Egyptian Journal of Agricultural Research, 99(1), pp.37-48.",,,,,,,,,,,,
,canola-so-1.csv,Brassica napus,seed oil content,NSC,M,plant,within,Y,,PSU,,"Abdelsatar, M.A., Hassan, T.H., Ahmed, A.A. and Aboelkassem, K.M., 2021. Generation means analysis of seed yield and its components in canola. Egyptian Journal of Agricultural Research, 99(1), pp.37-48.",,,,,,,,,,,,
,canola-so-2.csv,Brassica napus,seed oil content,NSC,M,plant,within,Y,,PSU,,"Abdelsatar, M.A., Hassan, T.H., Ahmed, A.A. and Aboelkassem, K.M., 2021. Generation means analysis of seed yield and its components in canola. Egyptian Journal of Agricultural Research, 99(1), pp.37-48.",,,,,,,,,,,,
,canola-so-3.csv,Brassica napus,seed oil content,NSC,M,plant,within,Y,,PSU,,"Abdelsatar, M.A., Hassan, T.H., Ahmed, A.A. and Aboelkassem, K.M., 2021. Generation means analysis of seed yield and its components in canola. Egyptian Journal of Agricultural Research, 99(1), pp.37-48.",,,,,,,,,,,,
,canola-so-4.csv,Brassica napus,seed oil content,NSC,M,plant,within,Y,,PSU,,"Abdelsatar, M.A., Hassan, T.H., Ahmed, A.A. and Aboelkassem, K.M., 2021. Generation means analysis of seed yield and its components in canola. Egyptian Journal of Agricultural Research, 99(1), pp.37-48.",,,,,,,,,,,,
,canola-sw-1.csv,Brassica napus,seed weight per 1000,NSC,LH,plant,within,Y,,PSU,,"Abdelsatar, M.A., Hassan, T.H., Ahmed, A.A. and Aboelkassem, K.M., 2021. Generation means analysis of seed yield and its components in canola. Egyptian Journal of Agricultural Research, 99(1), pp.37-48.",,,,,,,,,,,,
,canola-sw-2.csv,Brassica napus,seed weight per 1000,NSC,LH,plant,within,Y,,PSU,,"Abdelsatar, M.A., Hassan, T.H., Ahmed, A.A. and Aboelkassem, K.M., 2021. Generation means analysis of seed yield and its components in canola. Egyptian Journal of Agricultural Research, 99(1), pp.37-48.",,,,,,,,,,,,
,canola-sw-3.csv,Brassica napus,seed weight per 1000,NSC,LH,plant,within,Y,,PSU,,"Abdelsatar, M.A., Hassan, T.H., Ahmed, A.A. and Aboelkassem, K.M., 2021. Generation means analysis of seed yield and its components in canola. Egyptian Journal of Agricultural Research, 99(1), pp.37-48.",,,,,,,,,,,,
,canola-sw-4.csv,Brassica napus,seed weight per 1000,NSC,LH,plant,within,Y,,PSU,,"Abdelsatar, M.A., Hassan, T.H., Ahmed, A.A. and Aboelkassem, K.M., 2021. Generation means analysis of seed yield and its components in canola. Egyptian Journal of Agricultural Research, 99(1), pp.37-48.",,,,,,,,,,,,
,canola-swpp-1.csv,Brassica napus,seed weight per plant,NSC,LH,plant,within,Y,,PSU,,"Abdelsatar, M.A., Hassan, T.H., Ahmed, A.A. and Aboelkassem, K.M., 2021. Generation means analysis of seed yield and its components in canola. Egyptian Journal of Agricultural Research, 99(1), pp.37-48.",,,,,,,,,,,,
,canola-swpp-2.csv,Brassica napus,seed weight per plant,NSC,LH,plant,within,Y,,PSU,,"Abdelsatar, M.A., Hassan, T.H., Ahmed, A.A. and Aboelkassem, K.M., 2021. Generation means analysis of seed yield and its components in canola. Egyptian Journal of Agricultural Research, 99(1), pp.37-48.",,,,,,,,,,,,
,canola-swpp-3.csv,Brassica napus,seed weight per plant,NSC,LH,plant,within,Y,,PSU,,"Abdelsatar, M.A., Hassan, T.H., Ahmed, A.A. and Aboelkassem, K.M., 2021. Generation means analysis of seed yield and its components in canola. Egyptian Journal of Agricultural Research, 99(1), pp.37-48.",,,,,,,,,,,,
,canola-swpp-4.csv,Brassica napus,seed weight per plant,NSC,LH,plant,within,Y,,PSU,,"Abdelsatar, M.A., Hassan, T.H., Ahmed, A.A. and Aboelkassem, K.M., 2021. Generation means analysis of seed yield and its components in canola. Egyptian Journal of Agricultural Research, 99(1), pp.37-48.",,,,,,,,,,,,
,peanut-Fe-root1.csv,Arachis hypogaea,Fe root concentration,NSC,M,plant,within,N,,PSU,,"Ajay, B.C., Meena, H.N., Singh, A.L., Dagla, M.C., Kumar, N., Bera, S.K., Gangadhar, K. and Makwana, A.D., 2018. Generation mean analysis of yield and mineral nutrient concentrations in peanut (Arachis hypogaea L.). Journal of Oilseeds Research, 35(1), pp.14-20.",,,,,,,,,,,,
,peanut-Fe-root2.csv,Arachis hypogaea,Fe root concentration,NSC,M,plant,within,N,,PSU,,"Ajay, B.C., Meena, H.N., Singh, A.L., Dagla, M.C., Kumar, N., Bera, S.K., Gangadhar, K. and Makwana, A.D., 2018. Generation mean analysis of yield and mineral nutrient concentrations in peanut (Arachis hypogaea L.). Journal of Oilseeds Research, 35(1), pp.14-20.",,,,,,,,,,,,
,peanut-Fe-shoot1.csv,Arachis hypogaea,Fe shoot concentration,NSC,M,plant,within,N,,PSU,,"Ajay, B.C., Meena, H.N., Singh, A.L., Dagla, M.C., Kumar, N., Bera, S.K., Gangadhar, K. and Makwana, A.D., 2018. Generation mean analysis of yield and mineral nutrient concentrations in peanut (Arachis hypogaea L.). Journal of Oilseeds Research, 35(1), pp.14-20.",,,,,,,,,,,,
,peanut-Fe-shoot2.csv,Arachis hypogaea,Fe shoot concentration,NSC,M,plant,within,N,,PSU,,"Ajay, B.C., Meena, H.N., Singh, A.L., Dagla, M.C., Kumar, N., Bera, S.K., Gangadhar, K. and Makwana, A.D., 2018. Generation mean analysis of yield and mineral nutrient concentrations in peanut (Arachis hypogaea L.). Journal of Oilseeds Research, 35(1), pp.14-20.",,,,,,,,,,,,
,peanut-HKW-1.csv,Arachis hypogaea,100 kernel weight,NSC,LH,plant,within,N,,PSU,,"Ajay, B.C., Meena, H.N., Singh, A.L., Dagla, M.C., Kumar, N., Bera, S.K., Gangadhar, K. and Makwana, A.D., 2018. Generation mean analysis of yield and mineral nutrient concentrations in peanut (Arachis hypogaea L.). Journal of Oilseeds Research, 35(1), pp.14-20.",,,,,,,,,,,,
,peanut-HKW-2.csv,Arachis hypogaea,100 kernel weight,NSC,LH,plant,within,N,,PSU,,"Ajay, B.C., Meena, H.N., Singh, A.L., Dagla, M.C., Kumar, N., Bera, S.K., Gangadhar, K. and Makwana, A.D., 2018. Generation mean analysis of yield and mineral nutrient concentrations in peanut (Arachis hypogaea L.). Journal of Oilseeds Research, 35(1), pp.14-20.",,,,,,,,,,,,
,peanut-HY-1.csv,Arachis hypogaea,shoot weight,NSC,M,plant,within,N,,PSU,,"Ajay, B.C., Meena, H.N., Singh, A.L., Dagla, M.C., Kumar, N., Bera, S.K., Gangadhar, K. and Makwana, A.D., 2018. Generation mean analysis of yield and mineral nutrient concentrations in peanut (Arachis hypogaea L.). Journal of Oilseeds Research, 35(1), pp.14-20.",,,,,,,,,,,,
,peanut-HY-2.csv,Arachis hypogaea,shoot weight,NSC,M,plant,within,N,,PSU,,"Ajay, B.C., Meena, H.N., Singh, A.L., Dagla, M.C., Kumar, N., Bera, S.K., Gangadhar, K. and Makwana, A.D., 2018. Generation mean analysis of yield and mineral nutrient concentrations in peanut (Arachis hypogaea L.). Journal of Oilseeds Research, 35(1), pp.14-20.",,,,,,,,,,,,
,peanut-Kroot-1.csv,Arachis hypogaea,K root concentration,NSC,M,plant,within,N,,PSU,,"Ajay, B.C., Meena, H.N., Singh, A.L., Dagla, M.C., Kumar, N., Bera, S.K., Gangadhar, K. and Makwana, A.D., 2018. Generation mean analysis of yield and mineral nutrient concentrations in peanut (Arachis hypogaea L.). Journal of Oilseeds Research, 35(1), pp.14-20.",,,,,,,,,,,,
,peanut-Kroot-2.csv,Arachis hypogaea,K root concentration,NSC,M,plant,within,N,,PSU,,"Ajay, B.C., Meena, H.N., Singh, A.L., Dagla, M.C., Kumar, N., Bera, S.K., Gangadhar, K. and Makwana, A.D., 2018. Generation mean analysis of yield and mineral nutrient concentrations in peanut (Arachis hypogaea L.). Journal of Oilseeds Research, 35(1), pp.14-20.",,,,,,,,,,,,
,peanut-Kshoot-1.csv,Arachis hypogaea,K shoot concentration,NSC,M,plant,within,N,,PSU,,"Ajay, B.C., Meena, H.N., Singh, A.L., Dagla, M.C., Kumar, N., Bera, S.K., Gangadhar, K. and Makwana, A.D., 2018. Generation mean analysis of yield and mineral nutrient concentrations in peanut (Arachis hypogaea L.). Journal of Oilseeds Research, 35(1), pp.14-20.",,,,,,,,,,,,
,peanut-Kshoot-2.csv,Arachis hypogaea,K shoot concentration,NSC,M,plant,within,N,,PSU,,"Ajay, B.C., Meena, H.N., Singh, A.L., Dagla, M.C., Kumar, N., Bera, S.K., Gangadhar, K. and Makwana, A.D., 2018. Generation mean analysis of yield and mineral nutrient concentrations in peanut (Arachis hypogaea L.). Journal of Oilseeds Research, 35(1), pp.14-20.",,,,,,,,,,,,
,peanut-P-root1.csv,Arachis hypogaea,P root concentration,NSC,M,plant,within,N,,PSU,,"Ajay, B.C., Meena, H.N., Singh, A.L., Dagla, M.C., Kumar, N., Bera, S.K., Gangadhar, K. and Makwana, A.D., 2018. Generation mean analysis of yield and mineral nutrient concentrations in peanut (Arachis hypogaea L.). Journal of Oilseeds Research, 35(1), pp.14-20.",,,,,,,,,,,,
,peanut-P-root2.csv,Arachis hypogaea,P root concentration,NSC,M,plant,within,N,,PSU,,"Ajay, B.C., Meena, H.N., Singh, A.L., Dagla, M.C., Kumar, N., Bera, S.K., Gangadhar, K. and Makwana, A.D., 2018. Generation mean analysis of yield and mineral nutrient concentrations in peanut (Arachis hypogaea L.). Journal of Oilseeds Research, 35(1), pp.14-20.",,,,,,,,,,,,
,peanut-P-shoot1.csv,Arachis hypogaea,P shoot concentration,NSC,M,plant,within,N,,PSU,,"Ajay, B.C., Meena, H.N., Singh, A.L., Dagla, M.C., Kumar, N., Bera, S.K., Gangadhar, K. and Makwana, A.D., 2018. Generation mean analysis of yield and mineral nutrient concentrations in peanut (Arachis hypogaea L.). Journal of Oilseeds Research, 35(1), pp.14-20.",,,,,,,,,,,,
,peanut-P-shoot2.csv,Arachis hypogaea,P shoot concentration,NSC,M,plant,within,N,,PSU,,"Ajay, B.C., Meena, H.N., Singh, A.L., Dagla, M.C., Kumar, N., Bera, S.K., Gangadhar, K. and Makwana, A.D., 2018. Generation mean analysis of yield and mineral nutrient concentrations in peanut (Arachis hypogaea L.). Journal of Oilseeds Research, 35(1), pp.14-20.",,,,,,,,,,,,
,peanut-PY-1.csv,Arachis hypogaea,pod yield,NSC,LH,plant,within,N,,PSU,,"Ajay, B.C., Meena, H.N., Singh, A.L., Dagla, M.C., Kumar, N., Bera, S.K., Gangadhar, K. and Makwana, A.D., 2018. Generation mean analysis of yield and mineral nutrient concentrations in peanut (Arachis hypogaea L.). Journal of Oilseeds Research, 35(1), pp.14-20.",,,,,,,,,,,,
,peanut-PY-2.csv,Arachis hypogaea,pod yield,NSC,LH,plant,within,N,,PSU,,"Ajay, B.C., Meena, H.N., Singh, A.L., Dagla, M.C., Kumar, N., Bera, S.K., Gangadhar, K. and Makwana, A.D., 2018. Generation mean analysis of yield and mineral nutrient concentrations in peanut (Arachis hypogaea L.). Journal of Oilseeds Research, 35(1), pp.14-20.",,,,,,,,,,,,
,peanut-RDW-1.csv,Arachis hypogaea,root weight,NSC,M,plant,within,N,,PSU,,"Ajay, B.C., Meena, H.N., Singh, A.L., Dagla, M.C., Kumar, N., Bera, S.K., Gangadhar, K. and Makwana, A.D., 2018. Generation mean analysis of yield and mineral nutrient concentrations in peanut (Arachis hypogaea L.). Journal of Oilseeds Research, 35(1), pp.14-20.",,,,,,,,,,,,
,peanut-RDW-2.csv,Arachis hypogaea,root weight,NSC,M,plant,within,N,,PSU,,"Ajay, B.C., Meena, H.N., Singh, A.L., Dagla, M.C., Kumar, N., Bera, S.K., Gangadhar, K. and Makwana, A.D., 2018. Generation mean analysis of yield and mineral nutrient concentrations in peanut (Arachis hypogaea L.). Journal of Oilseeds Research, 35(1), pp.14-20.",,,,,,,,,,,,
,peanut-SHP-1.csv,Arachis hypogaea,shelling percent,NSC,M,plant,within,N,,PSU,,"Ajay, B.C., Meena, H.N., Singh, A.L., Dagla, M.C., Kumar, N., Bera, S.K., Gangadhar, K. and Makwana, A.D., 2018. Generation mean analysis of yield and mineral nutrient concentrations in peanut (Arachis hypogaea L.). Journal of Oilseeds Research, 35(1), pp.14-20.",,,,,,,,,,,,
,peanut-SHP-2.csv,Arachis hypogaea,shelling percent,NSC,M,plant,within,N,,PSU,,"Ajay, B.C., Meena, H.N., Singh, A.L., Dagla, M.C., Kumar, N., Bera, S.K., Gangadhar, K. and Makwana, A.D., 2018. Generation mean analysis of yield and mineral nutrient concentrations in peanut (Arachis hypogaea L.). Journal of Oilseeds Research, 35(1), pp.14-20.",,,,,,,,,,,,
,peanut-Znroot-1.csv,Arachis hypogaea,Zn root concentration,NSC,M,plant,within,N,,PSU,,"Ajay, B.C., Meena, H.N., Singh, A.L., Dagla, M.C., Kumar, N., Bera, S.K., Gangadhar, K. and Makwana, A.D., 2018. Generation mean analysis of yield and mineral nutrient concentrations in peanut (Arachis hypogaea L.). Journal of Oilseeds Research, 35(1), pp.14-20.",,,,,,,,,,,,
,peanut-Znroot-2.csv,Arachis hypogaea,Zn root concentration,NSC,M,plant,within,N,,PSU,,"Ajay, B.C., Meena, H.N., Singh, A.L., Dagla, M.C., Kumar, N., Bera, S.K., Gangadhar, K. and Makwana, A.D., 2018. Generation mean analysis of yield and mineral nutrient concentrations in peanut (Arachis hypogaea L.). Journal of Oilseeds Research, 35(1), pp.14-20.",,,,,,,,,,,,
,peanut-Znshoot-1.csv,Arachis hypogaea,Zn shoot concentration,NSC,M,plant,within,N,,PSU,,"Ajay, B.C., Meena, H.N., Singh, A.L., Dagla, M.C., Kumar, N., Bera, S.K., Gangadhar, K. and Makwana, A.D., 2018. Generation mean analysis of yield and mineral nutrient concentrations in peanut (Arachis hypogaea L.). Journal of Oilseeds Research, 35(1), pp.14-20.",,,,,,,,,,,,
,peanut-Znshoot-2.csv,Arachis hypogaea,Zn shoot concentration,NSC,M,plant,within,N,,PSU,,"Ajay, B.C., Meena, H.N., Singh, A.L., Dagla, M.C., Kumar, N., Bera, S.K., Gangadhar, K. and Makwana, A.D., 2018. Generation mean analysis of yield and mineral nutrient concentrations in peanut (Arachis hypogaea L.). Journal of Oilseeds Research, 35(1), pp.14-20.",,,,,,,,,,,,
,peanut2-arachidic.acid.1.csv,Arachis hypogaea,arachidic acid,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-arachidic.acid.2.csv,Arachis hypogaea,arachidic acid,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-arachidic.acid.3.csv,Arachis hypogaea,arachidic acid,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-behenic.acid.1.csv,Arachis hypogaea,behenic acid,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-behenic.acid.2.csv,Arachis hypogaea,behenic acid,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-behenic.acid.3.csv,Arachis hypogaea,behenic acid,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-eicosenoic.acid.1.csv,Arachis hypogaea,eicosenoic acid,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-eicosenoic.acid.2.csv,Arachis hypogaea,eicosenoic acid,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-eicosenoic.acid.3.csv,Arachis hypogaea,eicosenoic acid,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-FA-ratio1.csv,Arachis hypogaea,fatty acid ratio,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-FA-ratio2.csv,Arachis hypogaea,fatty acid ratio,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-FA-ratio3.csv,Arachis hypogaea,fatty acid ratio,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-facids-1.csv,Arachis hypogaea,fatty acids,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-facids-2.csv,Arachis hypogaea,fatty acids,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-facids-3.csv,Arachis hypogaea,fatty acids,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-Iod-1.csv,Arachis hypogaea,iodine,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-Iod-2.csv,Arachis hypogaea,iodine,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-Iod-3.csv,Arachis hypogaea,iodine,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-lignoceric.acid.1.csv,Arachis hypogaea,lignoceric acid,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-lignoceric.acid.2.csv,Arachis hypogaea,lignoceric acid,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-lignoceric.acid.3.csv,Arachis hypogaea,lignoceric acid,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-linoleic.acid.1.csv,Arachis hypogaea,linoleic acid,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
