"add","dom","epi","class","kingdom","trait","species","SCS","divergence","weighted","method"
0.151075087988906,0.176068450898688,0.672856461112406,"M","animal","width","salmon Onchorhynchus kisutch","XY","within","Y","cmat"
1,0,0,"M","animal","width","salmon Onchorhynchus kisutch","XY","within","Y","cmat"
0.690086255919079,0,0.309913744080921,"M","animal","width","salmon Onchorhynchus kisutch","XY","within","Y","cmat"
0,0,1,"M","animal","width","salmon Onchorhynchus kisutch","XY","within","Y","cmat"
0.4201002155025,0,0.5798997844975,"M","plant","number of secondary roots","Zea mays","NSC","within","N","PSU"
1,0,0,"M","plant","number of secondary branches per plant","Brassica juncea","NSC","within","N","standard"
NA,NA,NA,"LH","plant","seeds per fruit"," Campanulastrum americanum","NSC","within","Y","PSU"
NA,NA,NA,"LH","plant","seeds per fruit"," Campanulastrum americanum","NSC","within","Y","PSU"
0,0,1,"LH","plant","seeds per fruit"," Campanulastrum americanum","NSC","within","Y","PSU"
NA,NA,NA,"LH","plant","seeds per fruit"," Campanulastrum americanum","NSC","within","Y","PSU"
NA,NA,NA,"LH","plant","seeds per fruit"," Campanulastrum americanum","NSC","within","Y","PSU"
NA,NA,NA,"LH","plant","seeds per fruit"," Campanulastrum americanum","NSC","within","Y","PSU"
1,0,0,"LH","plant","seed height (mm)","beans (Phaseolus vulgaris L.)","NSC","within","Y","PSU"
1,0,0,"LH","plant","seed length (mm)","beans (Phaseolus vulgaris L.)","NSC","within","Y","PSU"
NA,NA,NA,"LH","plant","seed number per pod, 6207xmf","pea","NSC","within","Y","PSU"
0.147469319674215,0,0.852530680325785,"LH","plant","herbivore density","Willow","NSC","between","Y","standard"
NA,NA,NA,"LH","plant","seed number per pod, sylviaxsp16","pea","NSC","within","Y","PSU"
1,0,0,"LH","plant","seed weight (mg)","beans (Phaseolus vulgaris L.)","NSC","within","Y","PSU"
1,0,0,"LH","plant","seed width (mm)","beans (Phaseolus vulgaris L.)","NSC","within","Y","PSU"
NA,NA,NA,"M","plant","seedling height (mm)","rye (Secale cereale L..)","NSC","within","N","PSU"
NA,NA,NA,"M","plant","seedling height (mm)","rye (Secale cereale L..)","NSC","within","N","PSU"
0.26571913954153,0.734280860458469,0,"M","plant","seedling height (mm)","rye (Secale cereale L..)","NSC","within","N","PSU"
NA,NA,NA,"M","plant","seedling height (mm)","rye (Secale cereale L..)","NSC","within","N","PSU"
1,0,0,"M","plant","seedling height (mm)","rye (Secale cereale L..)","NSC","within","N","PSU"
1,0,0,"LH","plant","number of seeds/pod","Vigna unguiculata","NSC","within","N","PSU"
NA,NA,NA,"LH","plant","number of seeds/pod","Vigna unguiculata","NSC","within","N","PSU"
0.344000398148609,0,0.655999601851391,"LH","plant","number of seeds/pod","Vigna unguiculata","NSC","within","N","PSU"
NA,NA,NA,"LH","plant","seeds per pod","Vigna sesquipedalis","NSC","within","N","PSU"
0,0,1,"LH","plant","seeds per pod","Vigna sesquipedalis","NSC","within","N","PSU"
NA,NA,NA,"LH","plant","seeds per pod","Vigna sesquipedalis","NSC","within","N","PSU"
0,0,1,"LH","plant","seeds per pod","Vigna sesquipedalis","NSC","within","N","PSU"
0.650620760737189,0,0.349379239262811,"LH","plant","seed weight","Lima bean","NSC","within","Y","standard"
0.349431273635853,0.650568726364147,0,"LH","plant","100 seed weight","Vigna sesquipedalis","NSC","within","N","PSU"
NA,NA,NA,"LH","plant","100 seed weight","Vigna sesquipedalis","NSC","within","N","PSU"
NA,NA,NA,"LH","plant","100 seed weight","Vigna sesquipedalis","NSC","within","N","PSU"
NA,NA,NA,"LH","plant","100 seed weight","Vigna sesquipedalis","NSC","within","N","PSU"
NA,NA,NA,"LH","plant","seed weight"," Campanulastrum americanum","NSC","within","Y","PSU"
NA,NA,NA,"LH","plant","seed weight"," Campanulastrum americanum","NSC","within","Y","PSU"
1,0,0,"LH","plant","seed weight"," Campanulastrum americanum","NSC","within","Y","PSU"
NA,NA,NA,"LH","plant","seed weight"," Campanulastrum americanum","NSC","within","Y","PSU"
0,0,1,"LH","plant","seed weight"," Campanulastrum americanum","NSC","within","Y","PSU"
NA,NA,NA,"LH","plant","seed weight"," Campanulastrum americanum","NSC","within","Y","PSU"
NA,NA,NA,"LH","plant","100-seed weight","Vigna unguiculata","NSC","within","N","PSU"
NA,NA,NA,"LH","plant","100-seed weight","Vigna unguiculata","NSC","within","N","PSU"
0,0.391683324807678,0.608316675192322,"LH","plant","100-seed weight","Vigna unguiculata","NSC","within","N","PSU"
0.700067437354721,0.299932562645279,0,"LH","plant","distance from stigma to anthers ","Mimulus cuprilphilus, Mimulus guttatus","NSC","between","Y","PSU"
0,0,1,"M","animal","eggshell color","chickens","ZW","within","Y","standard"
1,0,0,"M","plant","shoot dry weight (mg)","spanish clover","NSC","within","Y","PSU"
1,0,0,"M","plant","shoot fresh weight (mg)","spanish clover","NSC","within","Y","PSU"
1,0,0,"LH","plant","number of siliquae per plant","Brassica juncea","NSC","within","N","standard"
1,0,0,"LH","plant","number of days from seeding to silking","Z. mays","NSC","within","Y","standard"
0.660276705769324,0,0.339723294230676,"LH","animal","number of offspring","T. castaneum","XY","between","Y","standard"
NA,NA,NA,"M","animal","bristle size","Drosophila","XY","within","Y","standard"
1,0,0,"M","plant","plant size","Mimulus cuprilphilus, Mimulus guttatus","NSC","between","Y","PSU"
0,0,1,"M","animal","skin reflectance","human","XY","within","Y","standard"
0,0.339709919731891,0.660290080268109,"LH","animal","BxSO fecundity"," Drosophila melanogaster","XY","within","Y","standard"
NA,NA,NA,"LH","animal","BxSO female starvation resist"," Drosophila melanogaster","XY","within","Y","standard"
0,0,1,"LH","animal","BxSO fem develop time"," Drosophila melanogaster","XY","within","Y","standard"
NA,NA,NA,"M","animal","BxSO female weight"," Drosophila melanogaster","XY","within","Y","standard"
0.570619545628994,0,0.429380454371006,"LH","animal","BxSO male starvation resist"," Drosophila melanogaster","XY","within","Y","standard"
0.640922544577492,0,0.359077455422508,"LH","animal","BxSO male develop time"," Drosophila melanogaster","XY","within","Y","standard"
0,0.432802778177923,0.567197221822077,"M","animal","BxSO male weight"," Drosophila melanogaster","XY","within","Y","standard"
NA,NA,NA,"LH","plant","number of fruits per plant","cucumber","NSC","within","N","PSU"
NA,NA,NA,"M","plant","average internode length (cm)","cucumber","NSC","within","N","PSU"
NA,NA,NA,"M","plant","number of primary laterals","cucumber","NSC","within","N","PSU"
0.517125147896428,0,0.482874852103572,"M","plant","number of nodes","cucumber","NSC","within","N","PSU"
0.31360946745562,0.272189349112426,0.414201183431953,"M","plant","main stem length (cm)","cucumber","NSC","within","N","PSU"
0.215178287283989,0.303144423935344,0.481677288780667,"M","plant","number of spike bearing culms","wheat (Triticum aestivum L.)","NSC","within","N","PSU"
0.518012664532489,0,0.481987335467511,"M","plant","number of spike bearing culms","wheat (Triticum aestivum L.)","NSC","within","N","PSU"
0.895936690885658,0,0.104063309114342,"M","plant","spike length (cm)","rye (Secale cereale L..)","NSC","within","N","PSU"
NA,NA,NA,"M","plant","spike length (cm)","rye (Secale cereale L..)","NSC","within","N","PSU"
1,0,0,"M","plant","spike length (cm)","rye (Secale cereale L..)","NSC","within","N","PSU"
1,0,0,"M","plant","spike length (cm)","rye (Secale cereale L..)","NSC","within","N","PSU"
NA,NA,NA,"M","plant","spike length (cm)","rye (Secale cereale L..)","NSC","within","N","PSU"
1,0,0,"M","plant","number of red spots on the corolla","Mimulus cuprilphilus, Mimulus guttatus","NSC","between","Y","PSU"
NA,NA,NA,"M","plant","number of flowering stalks","Iris","NSC","between","Y","standard"
NA,NA,NA,"LH","plant","mean stamen length","Mimulus cuprilphilus, Mimulus guttatus","NSC","between","Y","PSU"
1,0,0,"M","plant","stem weight (g)","Jimsonweed (Datura stramonium L.)","NSC","within","N","PSU"
1,0,0,"M","plant","stem weight (g)","Jimsonweed (Datura stramonium L.)","NSC","within","N","PSU"
1,0,0,"M","plant","stem weight (g)","Jimsonweed (Datura stramonium L.)","NSC","within","N","PSU"
1,0,0,"M","plant","stem weight (g)","Jimsonweed (Datura stramonium L.)","NSC","within","N","PSU"
NA,NA,NA,"LH","animal","growth rate littoral env vs open env","stickleback","XY","within","Y","standard"
0.33782748763664,0,0.66217251236336,"LH","plant","style length","Mimulus cuprilphilus, Mimulus guttatus","NSC","between","Y","PSU"
1,0,0,"LH","animal","survival","Drosophila","XY","between","Y","standard"
NA,NA,NA,"LH","plant","tassel length (cm)","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
0.575976600639185,0,0.424023399360815,"LH","plant","tassel length (cm)","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
0.286022658610413,0,0.713977341389587,"LH","plant","tassel length (cm)","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
0.496920928116534,0,0.503079071883466,"LH","plant","tassel length (cm)","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
1,0,0,"LH","plant","tassel length (cm)","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
1,0,0,"LH","plant","tassel length (cm)","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
0,0,1,"LH","plant","tassel length (cm)","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
1,0,0,"LH","plant","tassel length (cm)","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
NA,NA,NA,"LH","plant","tassel length (cm)","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
1,0,0,"LH","plant","tassel length (cm)","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
NA,NA,NA,"LH","plant","tassel length (cm)","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
0.124999999999396,0.375000000000604,0.5,"LH","plant","tassel length (cm)","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
0.0555555555555565,0.0555555555555517,0.888888888888892,"LH","plant","tassel length (cm)","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
1,0,0,"LH","plant","tassel length (cm)","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
1,0,0,"LH","plant","tassel length (cm)","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
1,0,0,"LH","plant","tassel length (cm)","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
NA,NA,NA,"LH","plant","tassel length (cm)","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
1,0,0,"M","animal","thorax length","Drosophila hibisci","XY","within","Y","standard"
NA,NA,NA,"M","animal","thorax length","Drosophila hibisci","XY","within","Y","standard"
0,0,1,"M","animal","thorax length","Drosophila hibisci","XY","within","Y","cmat"
0.590747702816308,0.409252297183692,0,"LH","plant","1000-grain weight","bread wheat","NSC","within","N","PSU"
0,0,1,"LH","plant","1000- seed weight","Brassica juncea","NSC","within","N","standard"
0.0559982500335352,0.551316764383774,0.392684985582691,"M","plant","number of tillers per plant","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
1,0,0,"M","plant","number of tillers per plant","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
1,0,0,"M","plant","number of tillers per plant","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
1,0,0,"M","plant","number of tillers per plant","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
0.596661320755221,0,0.403338679244779,"M","plant","number of tillers per plant","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
1,0,0,"M","plant","number of tillers per plant","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
1,0,0,"M","plant","number of tillers per plant","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
1,0,0,"M","plant","number of tillers per plant","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
0.391247081643323,0,0.608752918356677,"M","plant","number of tillers per plant","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
1,0,0,"M","plant","number of tillers per plant","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
0.620511316690462,0,0.379488683309538,"M","plant","number of tillers per plant","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
NA,NA,NA,"M","plant","number of tillers per plant","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
0.743742138161199,0,0.256257861838801,"M","plant","number of tillers per plant","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
0.798785457098926,0,0.201214542901074,"M","plant","number of tillers per plant","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
0,0,1,"M","plant","number of tillers per plant","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
0.754141773552299,0,0.245858226447701,"M","plant","number of tillers per plant","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
1,0,0,"M","plant","number of tillers per plant","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
1,0,0,"M","plant","number of tillers per plant","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
0.369224586453308,0,0.630775413546692,"M","plant","number of tillers per plant","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
0.529684306436505,0,0.470315693563495,"M","plant","number of tillers per plant","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
0.123567362114103,0,0.876432637885897,"M","plant","number of tillers per plant","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
NA,NA,NA,"M","plant","number of tillers per plant","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
0.339225355752688,0.660774644247312,0,"M","plant","number of tillers per plant","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
0.239821536418473,0.760178463581527,0,"M","plant","number of tillers per plant","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
0.354738649712539,0.645261350287461,0,"M","plant","number of tillers per plant","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
0.163182142755819,0.724224283550342,0.112593573693839,"M","plant","number of tillers per plant","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
1,0,0,"M","plant","number of tillers per plant","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
0.155051136189297,0.844948863810703,0,"M","plant","number of tillers per plant","Zea mays, Zea diploperennis Iltis","NSC","between","N","PSU"
1,0,0,"M","plant","number of tillers per plant","bread wheat","NSC","within","N","PSU"
1,0,0,"LH","animal","percent of offspring deformed","T. castaneum","XY","within","Y","standard"
0.492752627900563,0.507247372099437,0,"LH","animal","percent of offspring deformed","T. castaneum","XY","within","Y","standard"
0.385964912280702,0,0.614035087719298,"LH","animal","percent of offspring deformed","T. castaneum","XY","within","Y","standard"
NA,NA,NA,"LH","animal","percent of offspring deformed","T. castaneum","XY","within","Y","standard"
0,0,1,"LH","animal","percent of offspring deformed","T. castaneum","XY","within","Y","standard"
1,0,0,"LH","animal","percent of offspring deformed","T. castaneum","XY","within","Y","standard"
0,0.498665673679638,0.501334326320362,"LH","animal","percent of offspring deformed","T. castaneum","XY","within","Y","standard"
0,0,1,"LH","animal","percent of offspring deformed","T. castaneum","XY","within","Y","standard"
1,0,0,"LH","animal","percent of offspring deformed","T. castaneum","XY","within","Y","standard"
0.302098248522277,0.697901751477723,0,"LH","animal","percent of offspring deformed","T. castaneum","XY","within","Y","standard"
0.407457164137801,0,0.592542835862199,"LH","animal","percent of offspring deformed","T. castaneum","XY","within","Y","standard"
1,0,0,"LH","animal","percent of offspring deformed","T. castaneum","XY","within","Y","standard"
0.248322147651007,0,0.751677852348993,"LH","animal","percent of offspring deformed","T. castaneum","XY","within","Y","standard"
0,1,0,"LH","animal","percent of offspring deformed","T. castaneum","XY","within","Y","standard"
1,0,0,"LH","animal","percent of offspring deformed","T. castaneum","XY","within","Y","standard"
0.176499117195123,0.823500882804877,0,"LH","animal","percent of offspring deformed","T. castaneum","XY","within","Y","standard"
1,0,0,"LH","animal","percent of offspring deformed","T. castaneum","XY","within","Y","standard"
0.211764705882353,0.105882352941177,0.68235294117647,"LH","animal","percent of offspring deformed","T. castaneum","XY","within","Y","standard"
0.2350665586104,0,0.7649334413896,"LH","animal","percent of offspring deformed","T. castaneum","XY","within","Y","standard"
1,0,0,"LH","animal","percent of offspring deformed","T. castaneum","XY","within","Y","standard"
0.211862548055942,0,0.788137451944058,"LH","animal","percent of offspring deformed","T. castaneum","XY","within","Y","standard"
1,0,0,"LH","animal","percent of offspring deformed","T. castaneum","XY","within","Y","standard"
0.554404180571671,0.445595819428329,0,"LH","animal","percent of offspring deformed","T. castaneum","XY","within","Y","standard"
0,1,0,"LH","animal","percent of offspring deformed","T. castaneum","XY","within","Y","standard"
1,0,0,"M","animal","eye-nostril distance","Toad","NSC","between","Y","standard"
0.894167926511188,0,0.105832073488812,"M","animal","finger 1 length","Toad","NSC","between","Y","standard"
0.263904923427454,0,0.736095076572546,"M","animal","finger 3 length","Toad","NSC","between","Y","standard"
0.126025156438226,0.676555609683673,0.197419233878102,"M","animal","foot length","Toad","NSC","between","Y","standard"
0.459731941643933,0.540268058356067,0,"M","animal","head length","Toad","NSC","between","Y","standard"
0.55356181318748,0.44643818681252,0,"M","animal","head width","Toad","NSC","between","Y","standard"
0.580171376787712,0.419828623212288,0,"M","animal","orbit diameter","Toad","NSC","between","Y","standard"
0.431768461342373,0,0.568231538657627,"M","animal","parotid gland length","Toad","NSC","between","Y","standard"
0.277518361016872,0.722481638983128,0,"M","animal","snout-vent length","Toad","NSC","between","Y","standard"
0.399852858308994,0.600147141691006,0,"M","animal","tibia length","Toad","NSC","between","Y","standard"
0.423334483343347,0.576665516656653,0,"M","animal","typanum diameter","Toad","NSC","between","Y","standard"
0.43602766248676,0,0.56397233751324,"M","animal","eye-nostril distance","Toad","NSC","between","Y","standard"
0.140305866538129,0.859694133461871,0,"M","animal","finger 1 length","Toad","NSC","between","Y","standard"
0.743144197094542,0.150447360853446,0.106408442052012,"M","animal","finger 3 length","Toad","NSC","between","Y","standard"
0.346644756693308,0,0.653355243306692,"M","animal","foot length","Toad","NSC","between","Y","standard"
0.510168108871452,0,0.489831891128548,"M","animal","head length","Toad","NSC","between","Y","standard"
1,0,0,"M","animal","head width","Toad","NSC","between","Y","standard"
NA,NA,NA,"M","animal","orbit diameter","Toad","NSC","between","Y","standard"
0,0,1,"M","animal","parotid gland length","Toad","NSC","between","Y","standard"
NA,NA,NA,"M","animal","snout-vent length","Toad","NSC","between","Y","standard"
0,1,0,"M","animal","tibia length","Toad","NSC","between","Y","standard"
1,0,0,"M","animal","typanum diameter","Toad","NSC","between","Y","standard"
1,0,0,"LH","animal","viability with high food/propionic acid","Drosophila rnelanogaster","XY","within","Y","PSU"
1,0,0,"LH","animal","viability with high food/propionic acid","Drosophila rnelanogaster","XY","within","Y","PSU"
0.225695931477516,0.133618843683084,0.6406852248394,"LH","animal","viability with high food/propionic acid","Drosophila rnelanogaster","XY","within","Y","PSU"
1,0,0,"LH","animal","viability with high food/propionic acid","Drosophila rnelanogaster","XY","within","Y","PSU"
1,0,0,"LH","animal","viability with high food/propionic acid","Drosophila rnelanogaster","XY","within","Y","PSU"
1,0,0,"LH","animal","viability with high food","Drosophila rnelanogaster","XY","within","Y","PSU"
0,0,1,"LH","animal","viability with high food","Drosophila rnelanogaster","XY","within","Y","PSU"
1,0,0,"LH","animal","viability with high food","Drosophila rnelanogaster","XY","within","Y","PSU"
NA,NA,NA,"LH","animal","viability with high food","Drosophila rnelanogaster","XY","within","Y","PSU"
1,0,0,"LH","animal","viability with high food","Drosophila rnelanogaster","XY","within","Y","PSU"
0.248802516478059,0.751197483521941,0,"LH","animal","viability with low food","Drosophila rnelanogaster","XY","within","Y","PSU"
NA,NA,NA,"LH","animal","viability with low food","Drosophila rnelanogaster","XY","within","Y","PSU"
NA,NA,NA,"LH","animal","viability with low food","Drosophila rnelanogaster","XY","within","Y","PSU"
0.414087323537434,0,0.585912676462566,"LH","animal","viability with low food","Drosophila rnelanogaster","XY","within","Y","PSU"
1,0,0,"LH","animal","viability with low food","Drosophila rnelanogaster","XY","within","Y","PSU"
0.165837271559113,0,0.834162728440887,"M","plant","gross viscosity","tomato (Lycopersicon esculentum)","NSC","within","Y","PSU"
0.407936360537079,0.222671003912023,0.369392635550899,"M","plant","dry weight","Mimulus cuprilphilus, Mimulus guttatus","NSC","between","Y","PSU"
0,0,1,"LH","animal","fitness at high density of food","mosquito Wyeomyia smithii","XY","within","Y","PSU"
0.23103152333457,0,0.76896847666543,"LH","animal","fitness at low density of food","mosquito Wyeomyia smithii","XY","within","Y","PSU"
NA,NA,NA,"LH","plant","herbivore density","Willow","NSC","between","Y","standard"
1,0,0,"LH","plant","herbivore density","Willow","NSC","between","Y","standard"
0.502258397550737,0,0.497741602449263,"LH","plant","herbivore density","Willow","NSC","between","Y","standard"
0,0,1,"LH","plant","herbivore density","Willow","NSC","between","Y","standard"
NA,NA,NA,"LH","plant","herbivore density","Willow","NSC","between","Y","standard"
0,0,1,"LH","plant","herbivore density","Willow","NSC","between","Y","standard"
0.318327042064081,0,0.681672957935919,"LH","plant","herbivore density","Willow","NSC","between","Y","standard"
0,0,1,"LH","plant","herbivore density","Willow","NSC","between","Y","standard"
0.323105163950327,0,0.676894836049673,"LH","plant","herbivore density","Willow","NSC","between","Y","standard"
NA,NA,NA,"LH","plant","herbivore density","Willow","NSC","between","Y","standard"
0,0,1,"LH","plant","herbivore density","Willow","NSC","between","Y","standard"
0.146531232340714,0,0.853468767659286,"LH","plant","herbivore density","Willow","NSC","between","Y","standard"
NA,NA,NA,"LH","plant","herbivore density","Willow","NSC","between","Y","standard"
NA,NA,NA,"LH","plant","herbivore density","Willow","NSC","between","Y","standard"
NA,NA,NA,"LH","plant","grain yield (g/plant) for late sowing","wheat (Triticum aestivum L.)","NSC","within","Y","PSU"
NA,NA,NA,"LH","plant","grain yield (g/plant) for normal sowing","wheat (Triticum aestivum L.)","NSC","within","Y","PSU"
0,0,1,"LH","plant","yield per plant (kg)","eggplant (Solanum melongena)","NSC","within","N","PSU"
NA,NA,NA,"LH","plant","yield per plant (kg)","eggplant (Solanum melongena)","NSC","within","N","PSU"
NA,NA,NA,"LH","plant","yield per plant (kg)","eggplant (Solanum melongena)","NSC","within","N","PSU"
NA,NA,NA,"LH","plant","yield per plant (kg)","eggplant (Solanum melongena)","NSC","within","N","PSU"
NA,NA,NA,"LH","plant","yield per plant (kg)","eggplant (Solanum melongena)","NSC","within","N","PSU"
0,0,1,"LH","plant","yield per plant (kg)","eggplant (Solanum melongena)","NSC","within","N","PSU"
0,0,1,"LH","plant","yield per spike (g)","rye (Secale cereale L..)","NSC","within","N","PSU"
0,0,1,"LH","plant","yield per spike (g)","rye (Secale cereale L..)","NSC","within","N","PSU"
0,0,1,"LH","plant","yield per spike (g)","rye (Secale cereale L..)","NSC","within","N","PSU"
0,1,0,"LH","plant","yield per spike (g)","rye (Secale cereale L..)","NSC","within","N","PSU"
0,0,1,"LH","plant","yield per spike (g)","rye (Secale cereale L..)","NSC","within","N","PSU"
0,0,1,"","plant","first flowering","Brassica napus","NSC","within","Y","PSU"
0,0,1,"","plant","first flowering","Brassica napus","NSC","within","Y","PSU"
0.122019126641836,0,0.877980873358164,"","plant","first flowering","Brassica napus","NSC","within","Y","PSU"
0.549567059911675,0,0.450432940088325,"","plant","first flowering","Brassica napus","NSC","within","Y","PSU"
1,0,0,"","plant","first siliqua height","Brassica napus","NSC","within","Y","PSU"
1,0,0,"","plant","first siliqua height","Brassica napus","NSC","within","Y","PSU"
0.557696956929233,0,0.442303043070767,"","plant","first siliqua height","Brassica napus","NSC","within","Y","PSU"
1,0,0,"","plant","first siliqua height","Brassica napus","NSC","within","Y","PSU"
0.386129156849866,0,0.613870843150134,"","plant","N racemes per plant","Brassica napus","NSC","within","Y","PSU"
1,0,0,"","plant","N racemes per plant","Brassica napus","NSC","within","Y","PSU"
0,0,1,"","plant","N racemes per plant","Brassica napus","NSC","within","Y","PSU"
0,0,1,"","plant","N racemes per plant","Brassica napus","NSC","within","Y","PSU"
0,0,1,"","plant","plant height","Brassica napus","NSC","within","Y","PSU"
0,0,1,"","plant","plant height","Brassica napus","NSC","within","Y","PSU"
0.532731612302682,0,0.467268387697318,"","plant","plant height","Brassica napus","NSC","within","Y","PSU"
0.522283395849873,0,0.477716604150127,"","plant","plant height","Brassica napus","NSC","within","Y","PSU"
0.531438002770548,0,0.468561997229452,"","plant","seed oil content","Brassica napus","NSC","within","Y","PSU"
1,0,0,"","plant","seed oil content","Brassica napus","NSC","within","Y","PSU"
0,0,1,"","plant","seed oil content","Brassica napus","NSC","within","Y","PSU"
0,0,1,"","plant","seed oil content","Brassica napus","NSC","within","Y","PSU"
0,0,1,"","plant","seed weight per 1000","Brassica napus","NSC","within","Y","PSU"
0,0,1,"","plant","seed weight per 1000","Brassica napus","NSC","within","Y","PSU"
NA,NA,NA,"","plant","seed weight per 1000","Brassica napus","NSC","within","Y","PSU"
NA,NA,NA,"","plant","seed weight per 1000","Brassica napus","NSC","within","Y","PSU"
0,0,1,"","plant","seed weight per plant","Brassica napus","NSC","within","Y","PSU"
NA,NA,NA,"","plant","seed weight per plant","Brassica napus","NSC","within","Y","PSU"
0,0,1,"","plant","seed weight per plant","Brassica napus","NSC","within","Y","PSU"
1,0,0,"","plant","seed weight per plant","Brassica napus","NSC","within","Y","PSU"
0,1,0,"","plant","Fe root concentration","Arachis hypogaea","NSC","within","N","PSU"
NA,NA,NA,"","plant","Fe root concentration","Arachis hypogaea","NSC","within","N","PSU"
1,0,0,"","plant","Fe shoot concentration","Arachis hypogaea","NSC","within","N","PSU"
1,0,0,"","plant","Fe shoot concentration","Arachis hypogaea","NSC","within","N","PSU"
0.875,0,0.125,"","plant","100 kernel weight","Arachis hypogaea","NSC","within","N","PSU"
1,0,0,"","plant","100 kernel weight","Arachis hypogaea","NSC","within","N","PSU"
0.602502874089422,0.397497125910578,0,"","plant","shoot weight","Arachis hypogaea","NSC","within","N","PSU"
1,0,0,"","plant","shoot weight","Arachis hypogaea","NSC","within","N","PSU"
0,1,0,"","plant","K root concentration","Arachis hypogaea","NSC","within","N","PSU"
0.280674633522339,0.719325366477661,0,"","plant","K root concentration","Arachis hypogaea","NSC","within","N","PSU"
1,0,0,"","plant","K shoot concentration","Arachis hypogaea","NSC","within","N","PSU"
1,0,0,"","plant","K shoot concentration","Arachis hypogaea","NSC","within","N","PSU"
1,0,0,"","plant","P root concentration","Arachis hypogaea","NSC","within","N","PSU"
1,0,0,"","plant","P root concentration","Arachis hypogaea","NSC","within","N","PSU"
1,0,0,"","plant","P shoot concentration","Arachis hypogaea","NSC","within","N","PSU"
0.508485220270743,0.491514779729257,0,"","plant","P shoot concentration","Arachis hypogaea","NSC","within","N","PSU"
1,0,0,"","plant","pod yield","Arachis hypogaea","NSC","within","N","PSU"
0,1,0,"","plant","pod yield","Arachis hypogaea","NSC","within","N","PSU"
0,1,0,"","plant","root weight","Arachis hypogaea","NSC","within","N","PSU"
0,1,0,"","plant","root weight","Arachis hypogaea","NSC","within","N","PSU"
NA,NA,NA,"","plant","shelling percent","Arachis hypogaea","NSC","within","N","PSU"
NA,NA,NA,"","plant","shelling percent","Arachis hypogaea","NSC","within","N","PSU"
1,0,0,"","plant","Zn root concentration","Arachis hypogaea","NSC","within","N","PSU"
NA,NA,NA,"","plant","Zn root concentration","Arachis hypogaea","NSC","within","N","PSU"
NA,NA,NA,"","plant","Zn shoot concentration","Arachis hypogaea","NSC","within","N","PSU"
NA,NA,NA,"","plant","Zn shoot concentration","Arachis hypogaea","NSC","within","N","PSU"
0.320708075644341,0,0.679291924355659,"","plant","arachidic acid","Arachis hypogaea","NSC","within","Y","PSU"
0.673981191222569,0.0815047021943581,0.244514106583073,"","plant","arachidic acid","Arachis hypogaea","NSC","within","Y","PSU"
1,0,0,"","plant","arachidic acid","Arachis hypogaea","NSC","within","Y","PSU"
