add,dom,epi,file,refile,class,kingdom,domestication,trait,species,SCS,divergence,weighted,method
1,0,0,peanut-Fe-root2.csv,peanut-Fe-root2.csv,M,plant,domestic,Fe root concentration,Arachis hypogaea,NSC,within,N,PSU
1,0,0,peanut-Fe-shoot1.csv,peanut-Fe-shoot1.csv,M,plant,domestic,Fe shoot concentration,Arachis hypogaea,NSC,within,N,PSU
NA,NA,NA,peanut-Fe-shoot2.csv,peanut-Fe-shoot2.csv,M,plant,domestic,Fe shoot concentration,Arachis hypogaea,NSC,within,N,PSU
0.14746932,0,0.85253068,peanut-HKW-1.csv,peanut-HKW-1.csv,LH,plant,domestic,kernel weight,Arachis hypogaea,NSC,within,N,PSU
NA,NA,NA,peanut-HKW-2.csv,peanut-HKW-2.csv,LH,plant,domestic,kernel weight,Arachis hypogaea,NSC,within,N,PSU
1,0,0,peanut-HY-1.csv,peanut-HY-1.csv,M,plant,domestic,shoot weight,Arachis hypogaea,NSC,within,N,PSU
1,0,0,peanut-HY-2.csv,peanut-HY-2.csv,M,plant,domestic,shoot weight,Arachis hypogaea,NSC,within,N,PSU
NA,NA,NA,peanut-Kroot-1.csv,peanut-Kroot-1.csv,M,plant,domestic,K root concentration,Arachis hypogaea,NSC,within,N,PSU
NA,NA,NA,peanut-Kroot-2.csv,peanut-Kroot-2.csv,M,plant,domestic,K root concentration,Arachis hypogaea,NSC,within,N,PSU
0.26571914,0.73428086,0,peanut-Kshoot-1.csv,peanut-Kshoot-1.csv,M,plant,domestic,K shoot concentration,Arachis hypogaea,NSC,within,N,PSU
NA,NA,NA,peanut-Kshoot-2.csv,peanut-Kshoot-2.csv,M,plant,domestic,K shoot concentration,Arachis hypogaea,NSC,within,N,PSU
1,0,0,peanut-necrosis1.csv,peanut-necrosis1.csv,LH,plant,domestic,peanut bud necrosis incidence %,Arachis hypogaea,NSC,within,Y,standard
1,0,0,peanut-necrosis2.csv,peanut-necrosis2.csv,LH,plant,domestic,peanut bud necrosis incidence %,Arachis hypogaea,NSC,within,Y,standard
NA,NA,NA,peanut-necrosis3.csv,peanut-necrosis3.csv,LH,plant,domestic,peanut bud necrosis incidence %,Arachis hypogaea,NSC,within,Y,standard
1,0,0,peanut-oil.conc1.csv,peanut-oil.conc1.csv,M,plant,domestic,oil concentration,Arachis hypogaea,NSC,within,Y,PSU
1,0,0,peanut-oil.conc2.csv,peanut-oil.conc2.csv,M,plant,domestic,oil concentration,Arachis hypogaea,NSC,within,Y,PSU
1,0,0,peanut-P-root1.csv,peanut-P-root1.csv,M,plant,domestic,P root concentration,Arachis hypogaea,NSC,within,N,PSU
1,0,0,peanut-P-root2.csv,peanut-P-root2.csv,M,plant,domestic,P root concentration,Arachis hypogaea,NSC,within,N,PSU
NA,NA,NA,peanut-P-shoot1.csv,peanut-P-shoot1.csv,M,plant,domestic,P shoot concentration,Arachis hypogaea,NSC,within,N,PSU
0.344000398,0,0.655999602,peanut-P-shoot2.csv,peanut-P-shoot2.csv,M,plant,domestic,P shoot concentration,Arachis hypogaea,NSC,within,N,PSU
NA,NA,NA,peanut-PY-1.csv,peanut-PY-1.csv,LH,plant,domestic,pod yield,Arachis hypogaea,NSC,within,N,PSU
0,0,1,peanut-PY-2.csv,peanut-PY-2.csv,LH,plant,domestic,pod yield,Arachis hypogaea,NSC,within,N,PSU
NA,NA,NA,peanut-RDW-1.csv,peanut-RDW-1.csv,M,plant,domestic,root weight,Arachis hypogaea,NSC,within,N,PSU
0,0,1,peanut-RDW-2.csv,peanut-RDW-2.csv,M,plant,domestic,root weight,Arachis hypogaea,NSC,within,N,PSU
0.650620761,0,0.349379239,peanut-SHP-1.csv,peanut-SHP-1.csv,M,plant,domestic,shelling percent,Arachis hypogaea,NSC,within,N,PSU
0.349431274,0.650568726,0,peanut-SHP-2.csv,peanut-SHP-2.csv,M,plant,domestic,shelling percent,Arachis hypogaea,NSC,within,N,PSU
NA,NA,NA,peanut-Znroot-1.csv,peanut-Znroot-1.csv,M,plant,domestic,Zn root concentration,Arachis hypogaea,NSC,within,N,PSU
NA,NA,NA,peanut-Znroot-2.csv,peanut-Znroot-2.csv,M,plant,domestic,Zn root concentration,Arachis hypogaea,NSC,within,N,PSU
NA,NA,NA,peanut-Znshoot-1.csv,peanut-Znshoot-1.csv,M,plant,domestic,Zn shoot concentration,Arachis hypogaea,NSC,within,N,PSU
NA,NA,NA,peanut-Znshoot-2.csv,peanut-Znshoot-2.csv,M,plant,domestic,Zn shoot concentration,Arachis hypogaea,NSC,within,N,PSU
NA,NA,NA,peanut2-arachidic.acid.1.csv,peanut2-arachidic.acid.1.csv,M,plant,domestic,arachidic acid,Arachis hypogaea,NSC,within,Y,PSU
1,0,0,peanut2-arachidic.acid.2.csv,peanut2-arachidic.acid.2.csv,M,plant,domestic,arachidic acid,Arachis hypogaea,NSC,within,Y,PSU
NA,NA,NA,peanut2-arachidic.acid.3.csv,peanut2-arachidic.acid.3.csv,M,plant,domestic,arachidic acid,Arachis hypogaea,NSC,within,Y,PSU
0,0,1,peanut2-behenic.acid.1.csv,peanut2-behenic.acid.1.csv,M,plant,domestic,behenic acid,Arachis hypogaea,NSC,within,Y,PSU
NA,NA,NA,peanut2-behenic.acid.2.csv,peanut2-behenic.acid.2.csv,M,plant,domestic,behenic acid,Arachis hypogaea,NSC,within,Y,PSU
NA,NA,NA,peanut2-behenic.acid.3.csv,peanut2-behenic.acid.3.csv,M,plant,domestic,behenic acid,Arachis hypogaea,NSC,within,Y,PSU
NA,NA,NA,peanut2-eicosenoic.acid.1.csv,peanut2-eicosenoic.acid.1.csv,M,plant,domestic,eicosenoic acid,Arachis hypogaea,NSC,within,Y,PSU
0,0.391683325,0.608316675,peanut2-eicosenoic.acid.2.csv,peanut2-eicosenoic.acid.2.csv,M,plant,domestic,eicosenoic acid,Arachis hypogaea,NSC,within,Y,PSU
0.700067437,0.299932563,0,peanut2-eicosenoic.acid.3.csv,peanut2-eicosenoic.acid.3.csv,M,plant,domestic,eicosenoic acid,Arachis hypogaea,NSC,within,Y,PSU
0,0,1,peanut2-FA-ratio1.csv,peanut2-FA-ratio1.csv,M,plant,domestic,fatty acid ratio,Arachis hypogaea,NSC,within,Y,PSU
1,0,0,peanut2-FA-ratio2.csv,peanut2-FA-ratio2.csv,M,plant,domestic,fatty acid ratio,Arachis hypogaea,NSC,within,Y,PSU
1,0,0,peanut2-FA-ratio3.csv,peanut2-FA-ratio3.csv,M,plant,domestic,fatty acid ratio,Arachis hypogaea,NSC,within,Y,PSU
1,0,0,peanut2-facids-1.csv,peanut2-facids-1.csv,M,plant,domestic,fatty acids,Arachis hypogaea,NSC,within,Y,PSU
1,0,0,peanut2-facids-2.csv,peanut2-facids-2.csv,M,plant,domestic,fatty acids,Arachis hypogaea,NSC,within,Y,PSU
0.660276706,0,0.339723294,peanut2-facids-3.csv,peanut2-facids-3.csv,M,plant,domestic,fatty acids,Arachis hypogaea,NSC,within,Y,PSU
NA,NA,NA,peanut2-Iod-1.csv,peanut2-Iod-1.csv,M,plant,domestic,iodine,Arachis hypogaea,NSC,within,Y,PSU
1,0,0,peanut2-Iod-2.csv,peanut2-Iod-2.csv,M,plant,domestic,iodine,Arachis hypogaea,NSC,within,Y,PSU
0,0,1,peanut2-Iod-3.csv,peanut2-Iod-3.csv,M,plant,domestic,iodine,Arachis hypogaea,NSC,within,Y,PSU
0,0.33970992,0.66029008,peanut2-lignoceric.acid.1.csv,peanut2-lignoceric.acid.1.csv,M,plant,domestic,lignoceric acid,Arachis hypogaea,NSC,within,Y,PSU
NA,NA,NA,peanut2-lignoceric.acid.2.csv,peanut2-lignoceric.acid.2.csv,M,plant,domestic,lignoceric acid,Arachis hypogaea,NSC,within,Y,PSU
0,0,1,peanut2-lignoceric.acid.3.csv,peanut2-lignoceric.acid.3.csv,M,plant,domestic,lignoceric acid,Arachis hypogaea,NSC,within,Y,PSU
NA,NA,NA,peanut2-linoleic.acid.1.csv,peanut2-linoleic.acid.1.csv,M,plant,domestic,linoleic acid,Arachis hypogaea,NSC,within,Y,PSU
0.570619546,0,0.429380454,peanut2-linoleic.acid.2.csv,peanut2-linoleic.acid.2.csv,M,plant,domestic,linoleic acid,Arachis hypogaea,NSC,within,Y,PSU
0.640922545,0,0.359077455,peanut2-linoleic.acid.3.csv,peanut2-linoleic.acid.3.csv,M,plant,domestic,linoleic acid,Arachis hypogaea,NSC,within,Y,PSU
0,0.432802778,0.567197222,peanut2-longchainFA-1.csv,peanut2-longchainFA-1.csv,M,plant,domestic,long chain fatty acids,Arachis hypogaea,NSC,within,Y,PSU
NA,NA,NA,peanut2-longchainFA-2.csv,peanut2-longchainFA-2.csv,M,plant,domestic,long chain fatty acids,Arachis hypogaea,NSC,within,Y,PSU
NA,NA,NA,peanut2-longchainFA-3.csv,peanut2-longchainFA-3.csv,M,plant,domestic,long chain fatty acids,Arachis hypogaea,NSC,within,Y,PSU
NA,NA,NA,peanut2-oil-ratio-1.csv,peanut2-oil-ratio-1.csv,M,plant,domestic,oil ratio,Arachis hypogaea,NSC,within,Y,PSU
0.517125148,0,0.482874852,peanut2-oil-ratio-2.csv,peanut2-oil-ratio-2.csv,M,plant,domestic,oil ratio,Arachis hypogaea,NSC,within,Y,PSU
0.313609467,0.272189349,0.414201183,peanut2-oil-ratio-3.csv,peanut2-oil-ratio-3.csv,M,plant,domestic,oil ratio,Arachis hypogaea,NSC,within,Y,PSU
0.864551971,0.135448029,0,peanut2-oil1.csv,peanut2-oil1.csv,M,plant,domestic,fatty acid concentration,Arachis hypogaea,NSC,within,Y,PSU
1,0,0,peanut2-oil10.csv,peanut2-oil10.csv,M,plant,domestic,fatty acid concentration,Arachis hypogaea,NSC,within,Y,PSU
1,0,0,peanut2-oil11.csv,peanut2-oil11.csv,M,plant,domestic,fatty acid concentration,Arachis hypogaea,NSC,within,Y,PSU
1,0,0,peanut2-oil12.csv,peanut2-oil12.csv,M,plant,domestic,fatty acid concentration,Arachis hypogaea,NSC,within,Y,PSU
1,0,0,peanut2-oil13.csv,peanut2-oil13.csv,M,plant,domestic,fatty acid concentration,Arachis hypogaea,NSC,within,Y,PSU
NA,NA,NA,peanut2-oil14.csv,peanut2-oil14.csv,M,plant,domestic,fatty acid concentration,Arachis hypogaea,NSC,within,Y,PSU
0.46424738,0,0.53575262,peanut2-oil15.csv,peanut2-oil15.csv,M,plant,domestic,fatty acid concentration,Arachis hypogaea,NSC,within,Y,PSU
1,0,0,peanut2-oil16.csv,peanut2-oil16.csv,M,plant,domestic,fatty acid concentration,Arachis hypogaea,NSC,within,Y,PSU
0.515691957,0,0.484308043,peanut2-oil17.csv,peanut2-oil17.csv,M,plant,domestic,fatty acid concentration,Arachis hypogaea,NSC,within,Y,PSU
0.691708405,0.308291595,0,peanut2-oil18.csv,peanut2-oil18.csv,M,plant,domestic,fatty acid concentration,Arachis hypogaea,NSC,within,Y,PSU
1,0,0,peanut2-oil2.csv,peanut2-oil2.csv,M,plant,domestic,fatty acid concentration,Arachis hypogaea,NSC,within,Y,PSU
0.254363076,0,0.745636924,peanut2-oil3.csv,peanut2-oil3.csv,M,plant,domestic,fatty acid concentration,Arachis hypogaea,NSC,within,Y,PSU
NA,NA,NA,peanut2-oil4.csv,peanut2-oil4.csv,M,plant,domestic,fatty acid concentration,Arachis hypogaea,NSC,within,Y,PSU
0.828646451,0,0.171353549,peanut2-oil5.csv,peanut2-oil5.csv,M,plant,domestic,fatty acid concentration,Arachis hypogaea,NSC,within,Y,PSU
1,0,0,peanut2-oil6.csv,peanut2-oil6.csv,M,plant,domestic,fatty acid concentration,Arachis hypogaea,NSC,within,Y,PSU
0.80932572,0,0.19067428,peanut2-oil7.csv,peanut2-oil7.csv,M,plant,domestic,fatty acid concentration,Arachis hypogaea,NSC,within,Y,PSU
1,0,0,peanut2-oil8.csv,peanut2-oil8.csv,M,plant,domestic,fatty acid concentration,Arachis hypogaea,NSC,within,Y,PSU
0.32,0.04,0.64,peanut2-oil9.csv,peanut2-oil9.csv,M,plant,domestic,fatty acid concentration,Arachis hypogaea,NSC,within,Y,PSU
0.215178287,0.303144424,0.481677289,peanut2-oleic.acid.1.csv,peanut2-oleic.acid.1.csv,M,plant,domestic,oleic acid,Arachis hypogaea,NSC,within,Y,PSU
0.518012665,0,0.481987335,peanut2-oleic.acid.2.csv,peanut2-oleic.acid.2.csv,M,plant,domestic,oleic acid,Arachis hypogaea,NSC,within,Y,PSU
0.895936691,0,0.104063309,peanut2-oleic.acid.3.csv,peanut2-oleic.acid.3.csv,M,plant,domestic,oleic acid,Arachis hypogaea,NSC,within,Y,PSU
NA,NA,NA,peanut2-palmictic.acid.1.csv,peanut2-palmictic.acid.1.csv,M,plant,domestic,palmictic acid,Arachis hypogaea,NSC,within,Y,PSU
1,0,0,peanut2-palmictic.acid.2.csv,peanut2-palmictic.acid.2.csv,M,plant,domestic,palmictic acid,Arachis hypogaea,NSC,within,Y,PSU
1,0,0,peanut2-palmictic.acid.3.csv,peanut2-palmictic.acid.3.csv,M,plant,domestic,palmictic acid,Arachis hypogaea,NSC,within,Y,PSU
NA,NA,NA,peanut2-stearic.acid.1.csv,peanut2-stearic.acid.1.csv,M,plant,domestic,stearic acid,Arachis hypogaea,NSC,within,Y,PSU
1,0,0,peanut2-stearic.acid.2.csv,peanut2-stearic.acid.2.csv,M,plant,domestic,stearic acid,Arachis hypogaea,NSC,within,Y,PSU
NA,NA,NA,peanut2-stearic.acid.3.csv,peanut2-stearic.acid.3.csv,M,plant,domestic,stearic acid,Arachis hypogaea,NSC,within,Y,PSU
NA,NA,NA,peanut3-latent period.csv,peanut3-latent period.csv,LH,plant,domestic,latency period - disease,Arachis hypogaea,NSC,within,N,PSU
1,0,0,peanut3-latent period2.csv,peanut3-latent period2.csv,LH,plant,domestic,latency period - disease,Arachis hypogaea,NSC,within,N,PSU
1,0,0,peanut3-lesionarea1.csv,peanut3-lesionarea1.csv,M,plant,domestic,lesioned area,Arachis hypogaea,NSC,within,N,PSU
1,0,0,peanut3-lesionarea2.csv,peanut3-lesionarea2.csv,M,plant,domestic,lesioned area,Arachis hypogaea,NSC,within,N,PSU
1,0,0,peanut3-lesionspercm1.csv,peanut3-lesionspercm1.csv,M,plant,domestic,lesions per cm,Arachis hypogaea,NSC,within,N,PSU
NA,NA,NA,peanut3-lesionspercm2.csv,peanut3-lesionspercm2.csv,M,plant,domestic,lesions per cm,Arachis hypogaea,NSC,within,N,PSU
0.337827488,0,0.662172512,peanut3-lesionsperleaf1.csv,peanut3-lesionsperleaf1.csv,M,plant,domestic,lesions per leaf,Arachis hypogaea,NSC,within,N,PSU
1,0,0,peanut3-lesionsperleaf2.csv,peanut3-lesionsperleaf2.csv,M,plant,domestic,lesions per leaf,Arachis hypogaea,NSC,within,N,PSU
NA,NA,NA,peanut3-percentdefoliation1.csv,peanut3-percentdefoliation1.csv,M,plant,domestic,precent defoliation,Arachis hypogaea,NSC,within,N,PSU
0.575976601,0,0.424023399,peanut3-percentdefoliation2.csv,peanut3-percentdefoliation2.csv,M,plant,domestic,precent defoliation,Arachis hypogaea,NSC,within,N,PSU
0.286022659,0,0.713977341,peanut4-podlength1.csv,peanut4-podlength1.csv,LH,plant,domestic,pod length,Arachis hypogaea,NSC,within,Y,PSU
0.496920928,0,0.503079072,peanut4-podlength2.csv,peanut4-podlength2.csv,LH,plant,domestic,pod length,Arachis hypogaea,NSC,within,Y,PSU
1,0,0,peanut4-podweight1.csv,peanut4-podweight1.csv,LH,plant,domestic,pod weight,Arachis hypogaea,NSC,within,Y,PSU
1,0,0,peanut4-podweight2.csv,peanut4-podweight2.csv,LH,plant,domestic,pod weight,Arachis hypogaea,NSC,within,Y,PSU
0,0,1,peanut4-podwidth1.csv,peanut4-podwidth1.csv,LH,plant,domestic,pod width,Arachis hypogaea,NSC,within,Y,PSU
1,0,0,peanut4-podwidth2.csv,peanut4-podwidth2.csv,LH,plant,domestic,pod width,Arachis hypogaea,NSC,within,Y,PSU
NA,NA,NA,peanut4-podyield1.csv,peanut4-podyield1.csv,LH,plant,domestic,pod yield,Arachis hypogaea,NSC,within,Y,PSU
1,0,0,peanut4-podyield2.csv,peanut4-podyield2.csv,LH,plant,domestic,pod yield,Arachis hypogaea,NSC,within,Y,PSU
NA,NA,NA,peanut4-seedpodratio1.csv,peanut4-seedpodratio1.csv,LH,plant,domestic,seed pod ratio,Arachis hypogaea,NSC,within,Y,PSU
0.125,0.375,0.5,peanut4-seedpodratio2.csv,peanut4-seedpodratio2.csv,LH,plant,domestic,seed pod ratio,Arachis hypogaea,NSC,within,Y,PSU
0.055555556,0.055555556,0.888888889,peanut4-seedsperpod1.csv,peanut4-seedsperpod1.csv,LH,plant,domestic,seed per pod,Arachis hypogaea,NSC,within,Y,PSU
1,0,0,peanut4-seedsperpod2.csv,peanut4-seedsperpod2.csv,LH,plant,domestic,seed per pod,Arachis hypogaea,NSC,within,Y,PSU
1,0,0,peanut4-seedweight1.csv,peanut4-seedweight1.csv,LH,plant,domestic,seed weight,Arachis hypogaea,NSC,within,Y,PSU
1,0,0,peanut4-seedweight2.csv,peanut4-seedweight2.csv,LH,plant,domestic,seed weight,Arachis hypogaea,NSC,within,Y,PSU
NA,NA,NA,pedicel.csv,pedicel.csv,M,plant,wild,pedicel length,"Mimulus cuprilphilus, Mimulus guttatus",NSC,between,Y,PSU
1,0,0,peduncnum1.csv,peduncnum1.csv,LH,plant,domestic,number of peduncles per plant,Vigna unguiculata,NSC,within,N,PSU
NA,NA,NA,peduncnum2.csv,peduncnum2.csv,LH,plant,domestic,number of peduncles per plant,Vigna unguiculata,NSC,within,N,PSU
0,0,1,peduncnum3.csv,peduncnum3.csv,LH,plant,domestic,number of peduncles per plant,Vigna unguiculata,NSC,within,N,PSU
0.590747703,0.409252297,0,pelvic.len.csv,pelvic.len.csv,M,animal,wild,pelvic spine length,stickleback,XY,within,Y,standard
0,0,1,per.inf.csv,per.inf.csv,LH,animal,lab,number of offspring,Tribolium castaneum,XY,between,Y,standard
0.05599825,0.551316764,0.392684986,per.sq.csv,per.sq.csv,LH,animal,lab,number of offspring,Tribolium castaneum,XY,between,Y,standard
1,0,0,peri.677a.b37.csv,peri.677a.b37.csv,LH,plant,domestic,pericarp thickness,Zea mays,NSC,within,Y,PSU
1,0,0,peri.677a.b68.csv,peri.677a.b68.csv,LH,plant,domestic,pericarp thickness,Zea mays,NSC,within,Y,PSU
1,0,0,peri.677a.h55.csv,peri.677a.h55.csv,LH,plant,domestic,pericarp thickness,Zea mays,NSC,within,Y,PSU
0.596661321,0,0.403338679,peri.677a.hi26.csv,peri.677a.hi26.csv,LH,plant,domestic,pericarp thickness,Zea mays,NSC,within,Y,PSU
1,0,0,peri.AA8.b37.csv,peri.AA8.b37.csv,LH,plant,domestic,pericarp thickness,Zea mays,NSC,within,Y,PSU
1,0,0,peri.AA8.b68.csv,peri.AA8.b68.csv,LH,plant,domestic,pericarp thickness,Zea mays,NSC,within,Y,PSU
1,0,0,peri.AA8.h55.csv,peri.AA8.h55.csv,LH,plant,domestic,pericarp thickness,Zea mays,NSC,within,Y,PSU
0.391247082,0,0.608752918,peri.AA8.hi26.csv,peri.AA8.hi26.csv,LH,plant,domestic,pericarp thickness,Zea mays,NSC,within,Y,PSU
1,0,0,pericarp.firm.csv,pericarp.firm.csv,M,plant,domestic,pericarp firmness,Lycopersicon esculentum,NSC,within,Y,PSU
0.620511317,0,0.379488683,petiole.csv,petiole.csv,M,plant,wild,petiole length,"Mimulus cuprilphilus, Mimulus guttatus",NSC,between,Y,PSU
NA,NA,NA,photo.ft1.csv,photo.ft1.csv,M,plant,wild,photoperiod response to flowering date at Ft. Pierce,Aeschynomene americana,NSC,within,Y,PSU
0.743742138,0,0.256257862,photo.ft2.csv,photo.ft2.csv,M,plant,wild,photoperiod response to flowering date at Ft. Pierce,Aeschynomene americana,NSC,within,Y,PSU
0.798785457,0,0.201214543,photo.ft3.csv,photo.ft3.csv,M,plant,wild,photoperiod response to flowering date at Ft. Pierce,Aeschynomene americana,NSC,within,Y,PSU
0,0,1,photo.gain1.csv,photo.gain1.csv,M,plant,wild,photoperiod response to flowering date at Gainesville,Aeschynomene americana,NSC,within,Y,PSU
0.754141774,0,0.245858226,photo.gain2.csv,photo.gain2.csv,M,plant,wild,photoperiod response to flowering date at Gainesville,Aeschynomene americana,NSC,within,Y,PSU
1,0,0,photo.gain3.csv,photo.gain3.csv,M,plant,wild,photoperiod response to flowering date at Gainesville,Aeschynomene americana,NSC,within,Y,PSU
1,0,0,pistil.csv,pistil.csv,LH,plant,wild,pistil length,"Mimulus cuprilphilus, Mimulus guttatus",NSC,between,Y,PSU
0.369224586,0,0.630775414,plant.height1.csv,plant.height1.csv,M,plant,wild,plant height,Datura stramonium,NSC,within,N,PSU
0.529684306,0,0.470315694,plant.height2.csv,plant.height2.csv,M,plant,wild,plant height,Datura stramonium,NSC,within,N,PSU
0.123567362,0,0.876432638,plant.height3.csv,plant.height3.csv,M,plant,wild,plant height,Datura stramonium,NSC,within,N,PSU
NA,NA,NA,plant.height4.csv,plant.height4.csv,M,plant,wild,plant height,Datura stramonium,NSC,within,N,PSU
0.339225356,0.660774644,0,plantht.csv,plantht.csv,M,plant,domestic,plant height,Zea mays,NSC,within,N,PSU
0.239821536,0.760178464,0,plantht.dj38.csv,plantht.dj38.csv,M,plant,domestic,plant height,Lycopersicon,NSC,between,Y,standard
0.35473865,0.64526135,0,plantht.dj39.csv,plantht.dj39.csv,M,plant,domestic,plant height,Lycopersicon,NSC,between,Y,standard
0.163182143,0.724224284,0.112593574,plantht.dr38.csv,plantht.dr38.csv,M,plant,domestic,plant height,Lycopersicon,NSC,between,Y,standard
1,0,0,plantht.hi25sp.csv,plantht.hi25sp.csv,M,plant,domestic,plant height,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0.155051136,0.844948864,0,plantht.hi25su.csv,plantht.hi25su.csv,M,plant,domestic,plant height,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,plantht.hi25w.csv,plantht.hi25w.csv,M,plant,domestic,plant height,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,plantht.hi26sp.csv,plantht.hi26sp.csv,M,plant,domestic,plant height,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0.492752628,0.507247372,0,plantht.hi26su.csv,plantht.hi26su.csv,M,plant,domestic,plant height,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0.385964912,0,0.614035088,plantht.hi26w.csv,plantht.hi26w.csv,M,plant,domestic,plant height,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
NA,NA,NA,plantht.hi27sp.csv,plantht.hi27sp.csv,M,plant,domestic,plant height,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0,0,1,plantht.hi27su.csv,plantht.hi27su.csv,M,plant,domestic,plant height,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,plantht.hi27w.csv,plantht.hi27w.csv,M,plant,domestic,plant height,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0,0.498665674,0.501334326,plantht.hi28sp.csv,plantht.hi28sp.csv,M,plant,domestic,plant height,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0,0,1,plantht.hi28su.csv,plantht.hi28su.csv,M,plant,domestic,plant height,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,plantht.hi28w.csv,plantht.hi28w.csv,M,plant,domestic,plant height,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0.302098249,0.697901751,0,plantht.hi29su.csv,plantht.hi29su.csv,M,plant,domestic,plant height,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0.407457164,0,0.592542836,plantht.hi29w.csv,plantht.hi29w.csv,M,plant,domestic,plant height,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,plantht.hi30su.csv,plantht.hi30su.csv,M,plant,domestic,plant height,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0.248322148,0,0.751677852,plantht.hi30w.csv,plantht.hi30w.csv,M,plant,domestic,plant height,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0,1,0,plantht.hi31su.csv,plantht.hi31su.csv,M,plant,domestic,plant height,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,plantht.hi31w.csv,plantht.hi31w.csv,M,plant,domestic,plant height,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0.176499117,0.823500883,0,plantht.hi32su.csv,plantht.hi32su.csv,M,plant,domestic,plant height,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,plantht.hi32w.csv,plantht.hi32w.csv,M,plant,domestic,plant height,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0.211764706,0.105882353,0.682352941,plantht.hi33sp.csv,plantht.hi33sp.csv,M,plant,domestic,plant height,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0.235066559,0,0.764933441,plantht.hi33su.csv,plantht.hi33su.csv,M,plant,domestic,plant height,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,plantht.hi33w.csv,plantht.hi33w.csv,M,plant,domestic,plant height,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0.211862548,0,0.788137452,plantht.hi34su.csv,plantht.hi34su.csv,M,plant,domestic,plant height,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,plantht.hi34w.csv,plantht.hi34w.csv,M,plant,domestic,plant height,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0.554404181,0.445595819,0,plantht.hi35sp.csv,plantht.hi35sp.csv,M,plant,domestic,plant height,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0,1,0,plantht.hi35su.csv,plantht.hi35su.csv,M,plant,domestic,plant height,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,plantht.hi35w.csv,plantht.hi35w.csv,M,plant,domestic,plant height,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0.894167927,0,0.105832073,plantht.jb39.csv,plantht.jb39.csv,M,plant,domestic,plant height,Lycopersicon,NSC,between,Y,standard
0.263904923,0,0.736095077,plantht.jr39.csv,plantht.jr39.csv,M,plant,domestic,plant height,Lycopersicon,NSC,between,Y,standard
0.126025156,0.67655561,0.197419234,plantht1.csv,plantht1.csv,M,plant,domestic,plant height,Secale cereale,NSC,within,N,PSU
0.459731942,0.540268058,0,plantht2.csv,plantht2.csv,M,plant,domestic,plant height,Secale cereale,NSC,within,N,PSU
0.553561813,0.446438187,0,plantht3.csv,plantht3.csv,M,plant,domestic,plant height,Secale cereale,NSC,within,N,PSU
0.580171377,0.419828623,0,plantht4.csv,plantht4.csv,M,plant,domestic,plant height,Secale cereale,NSC,within,N,PSU
0.431768461,0,0.568231539,plantht5.csv,plantht5.csv,M,plant,domestic,plant height,Secale cereale,NSC,within,N,PSU
0.277518361,0.722481639,0,plantspd.dj38.csv,plantspd.dj38.csv,M,plant,domestic,plant spread,Lycopersicon,NSC,between,Y,standard
0.399852858,0.600147142,0,plantspd.dj39.csv,plantspd.dj39.csv,M,plant,domestic,plant spread,Lycopersicon,NSC,between,Y,standard
0.423334483,0.576665517,0,plantspd.dr38.csv,plantspd.dr38.csv,M,plant,domestic,plant spread,Lycopersicon,NSC,between,Y,standard
0.436027662,0,0.563972338,plantspd.jb39.csv,plantspd.jb39.csv,M,plant,domestic,plant spread,Lycopersicon,NSC,between,Y,standard
0.140305867,0.859694133,0,plantspd.jr39.csv,plantspd.jr39.csv,M,plant,domestic,plant spread,Lycopersicon,NSC,between,Y,standard
